locus_tag	ftype	length_bp	gene	EC_number	COG	product
KJMONHIK_03367	gene	1191	lnrM			
KJMONHIK_03367	CDS	1191	lnrM		COG0842	Linearmycin resistance permease protein LnrM
KJMONHIK_03368	gene	1158	lnrN			
KJMONHIK_03368	CDS	1158	lnrN		COG0842	Linearmycin resistance permease protein LnrN
KJMONHIK_03369	gene	600				
KJMONHIK_03369	CDS	600				hypothetical protein
KJMONHIK_03370	gene	549				
KJMONHIK_03370	CDS	549				hypothetical protein
KJMONHIK_03371	gene	633	estB			
KJMONHIK_03371	CDS	633	estB	3.1.1.3		Extracellular esterase EstB
KJMONHIK_03372	gene	1089				
KJMONHIK_03372	CDS	1089				hypothetical protein
KJMONHIK_03373	gene	537	yfiT			
KJMONHIK_03373	CDS	537	yfiT	3.-.-.-		Putative metal-dependent hydrolase YfiT
KJMONHIK_03374	gene	1557	bmr3_2			
KJMONHIK_03374	CDS	1557	bmr3_2			Multidrug resistance protein 3
KJMONHIK_03375	gene	483				
KJMONHIK_03375	CDS	483				hypothetical protein
KJMONHIK_03376	gene	2571	mprF			
KJMONHIK_03376	CDS	2571	mprF	2.3.2.3		Phosphatidylglycerol lysyltransferase
KJMONHIK_03377	gene	978	yfiY			
KJMONHIK_03377	CDS	978	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
KJMONHIK_03378	gene	1002	yfiZ_2			
KJMONHIK_03378	CDS	1002	yfiZ_2		COG0609	putative siderophore transport system permease protein YfiZ
KJMONHIK_03379	gene	1032	yfhA			
KJMONHIK_03379	CDS	1032	yfhA		COG0609	putative siderophore transport system permease protein YfhA
KJMONHIK_03380	gene	375				
KJMONHIK_03380	CDS	375				hypothetical protein
KJMONHIK_03381	gene	354				
KJMONHIK_03381	CDS	354				hypothetical protein
KJMONHIK_03382	gene	585	ydjA			
KJMONHIK_03382	CDS	585	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
KJMONHIK_03383	gene	192				
KJMONHIK_03383	CDS	192				hypothetical protein
KJMONHIK_03384	gene	111				
KJMONHIK_03384	CDS	111				hypothetical protein
KJMONHIK_03385	gene	912				
KJMONHIK_03385	CDS	912				Epimerase family protein
KJMONHIK_03386	gene	792	recX			
KJMONHIK_03386	CDS	792	recX			Regulatory protein RecX
KJMONHIK_03387	gene	321	yfhH			
KJMONHIK_03387	CDS	321	yfhH			putative protein YfhH
KJMONHIK_03388	gene	1194	ydhP_2			
KJMONHIK_03388	CDS	1194	ydhP_2		COG2814	Inner membrane transport protein YdhP
KJMONHIK_03389	gene	153	sspK			
KJMONHIK_03389	CDS	153	sspK			Small, acid-soluble spore protein K
KJMONHIK_03390	gene	270				
KJMONHIK_03390	CDS	270				hypothetical protein
KJMONHIK_03391	gene	519				
KJMONHIK_03391	CDS	519				hypothetical protein
KJMONHIK_03392	gene	393				
KJMONHIK_03392	CDS	393				hypothetical protein
KJMONHIK_03393	gene	861	ephA			
KJMONHIK_03393	CDS	861	ephA	3.3.2.10		Epoxide hydrolase A
KJMONHIK_03394	gene	990	csbB			
KJMONHIK_03394	CDS	990	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
KJMONHIK_03395	gene	2583				
KJMONHIK_03395	CDS	2583				hypothetical protein
KJMONHIK_03396	gene	984	yfhP			
KJMONHIK_03396	CDS	984	yfhP		COG1988	putative protein YfhP
KJMONHIK_03397	gene	1110	mutY			
KJMONHIK_03397	CDS	1110	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
KJMONHIK_03398	gene	225	yfhS			
KJMONHIK_03398	CDS	225	yfhS			putative protein YfhS
KJMONHIK_03399	gene	753	fabL			
KJMONHIK_03399	CDS	753	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
KJMONHIK_03400	gene	258	sspE			
KJMONHIK_03400	CDS	258	sspE			Small, acid-soluble spore protein gamma-type
KJMONHIK_03401	gene	261				
KJMONHIK_03401	CDS	261				hypothetical protein
KJMONHIK_03402	gene	531				
KJMONHIK_03402	CDS	531				hypothetical protein
KJMONHIK_03403	gene	1743				
KJMONHIK_03403	CDS	1743		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
KJMONHIK_03404	gene	1110				
KJMONHIK_03404	CDS	1110				hypothetical protein
KJMONHIK_03405	gene	1290	hemL1			
KJMONHIK_03405	CDS	1290	hemL1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase 1
KJMONHIK_03406	gene	474	bcp			
KJMONHIK_03406	CDS	474	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
KJMONHIK_03407	gene	438	perR			
KJMONHIK_03407	CDS	438	perR		COG0735	Peroxide operon regulator
KJMONHIK_03408	gene	354				
KJMONHIK_03408	CDS	354				hypothetical protein
KJMONHIK_03409	gene	885				
KJMONHIK_03409	CDS	885				hypothetical protein
KJMONHIK_03410	gene	138				
KJMONHIK_03410	CDS	138				hypothetical protein
KJMONHIK_03411	gene	411				
KJMONHIK_03411	CDS	411				hypothetical protein
KJMONHIK_03412	gene	1437				
KJMONHIK_03412	CDS	1437				hypothetical protein
KJMONHIK_03413	gene	960	panS_2			
KJMONHIK_03413	CDS	960	panS_2		COG0385	Pantothenate precursors transporter PanS
KJMONHIK_03414	gene	750	ybbA			
KJMONHIK_03414	CDS	750	ybbA		COG2819	putative protein YbbA
KJMONHIK_03415	gene	1011	feuC_2			
KJMONHIK_03415	CDS	1011	feuC_2		COG0609	Iron-uptake system permease protein FeuC
KJMONHIK_03416	gene	1005	feuB			
KJMONHIK_03416	CDS	1005	feuB		COG0609	Iron-uptake system permease protein FeuB
KJMONHIK_03417	gene	954	feuA			
KJMONHIK_03417	CDS	954	feuA		COG0614	Iron-uptake system-binding protein
KJMONHIK_03418	gene	1590	btr			
KJMONHIK_03418	CDS	1590	btr		COG0614	HTH-type transcriptional activator Btr
KJMONHIK_03419	gene	1245				
KJMONHIK_03419	CDS	1245				hypothetical protein
KJMONHIK_03420	gene	1929	nagZ			
KJMONHIK_03420	CDS	1929	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
KJMONHIK_03421	gene	1326	amiE			
KJMONHIK_03421	CDS	1326	amiE	3.5.1.28		N-acetylmuramyl-L-alanine amidase
KJMONHIK_03422	gene	1368				
KJMONHIK_03422	CDS	1368				PTS system EIIBC component
KJMONHIK_03423	gene	852	ybbH			
KJMONHIK_03423	CDS	852	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
KJMONHIK_03424	gene	918	murQ			
KJMONHIK_03424	CDS	918	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
KJMONHIK_03425	gene	483				
KJMONHIK_03425	CDS	483				hypothetical protein
KJMONHIK_03426	gene	456				
KJMONHIK_03426	CDS	456				hypothetical protein
KJMONHIK_03427	gene	75				
KJMONHIK_03427	tRNA	75				tRNA-Glu(ttc)
KJMONHIK_03428	gene	76				
KJMONHIK_03428	tRNA	76				tRNA-Val(tac)
KJMONHIK_03429	gene	74				
KJMONHIK_03429	tRNA	74				tRNA-Thr(tgt)
KJMONHIK_03430	gene	85				
KJMONHIK_03430	tRNA	85				tRNA-Tyr(gta)
KJMONHIK_03431	gene	75				
KJMONHIK_03431	tRNA	75				tRNA-Gln(ttg)
KJMONHIK_03432	gene	564	sigW			
KJMONHIK_03432	CDS	564	sigW		COG1595	ECF RNA polymerase sigma factor SigW
KJMONHIK_03433	gene	627	rsiW			
KJMONHIK_03433	CDS	627	rsiW		COG5662	Anti-sigma-W factor RsiW
KJMONHIK_03434	gene	822	cdaA			
KJMONHIK_03434	CDS	822	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
KJMONHIK_03435	gene	1455	cdaR			
KJMONHIK_03435	CDS	1455	cdaR		COG4856	CdaA regulatory protein CdaR
KJMONHIK_03436	gene	1347	glmM			
KJMONHIK_03436	CDS	1347	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
KJMONHIK_03437	gene	1803	glmS			
KJMONHIK_03437	CDS	1803	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
KJMONHIK_03438	gene	1518	ndhB			
KJMONHIK_03438	CDS	1518	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
KJMONHIK_03439	gene	2622				
KJMONHIK_03439	CDS	2622				hypothetical protein
KJMONHIK_03440	gene	519				
KJMONHIK_03440	CDS	519				hypothetical protein
KJMONHIK_03441	gene	291				
KJMONHIK_03441	CDS	291				hypothetical protein
KJMONHIK_03442	gene	375				
KJMONHIK_03442	CDS	375				hypothetical protein
KJMONHIK_03443	gene	978				
KJMONHIK_03443	CDS	978				hypothetical protein
KJMONHIK_03444	gene	672	saeR			
KJMONHIK_03444	CDS	672	saeR		COG0745	Response regulator SaeR
KJMONHIK_03445	gene	993				
KJMONHIK_03445	CDS	993				hypothetical protein
KJMONHIK_03446	gene	891	cmpR			
KJMONHIK_03446	CDS	891	cmpR		COG0583	HTH-type transcriptional activator CmpR
KJMONHIK_03447	gene	1269				
KJMONHIK_03447	CDS	1269				hypothetical protein
KJMONHIK_03448	gene	1143	rizA_1			
KJMONHIK_03448	CDS	1143	rizA_1	6.3.2.48		L-arginine-specific L-amino acid ligase
KJMONHIK_03449	gene	1224	mdrP_4			
KJMONHIK_03449	CDS	1224	mdrP_4			Na(+), Li(+), K(+)/H(+) antiporter
KJMONHIK_03450	gene	504				
KJMONHIK_03450	CDS	504				hypothetical protein
KJMONHIK_03451	gene	561				
KJMONHIK_03451	CDS	561				hypothetical protein
KJMONHIK_03452	gene	1014				
KJMONHIK_03452	CDS	1014		4.1.3.39		4-hydroxy-2-oxovalerate aldolase
KJMONHIK_03453	gene	891	pphA			
KJMONHIK_03453	CDS	891	pphA	3.11.1.3		Phosphonopyruvate hydrolase
KJMONHIK_03454	gene	1089				
KJMONHIK_03454	CDS	1089				hypothetical protein
KJMONHIK_03455	gene	399				
KJMONHIK_03455	CDS	399				hypothetical protein
KJMONHIK_03456	gene	1140				
KJMONHIK_03456	CDS	1140		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
KJMONHIK_03457	gene	258				
KJMONHIK_03457	CDS	258				hypothetical protein
KJMONHIK_03458	gene	648				
KJMONHIK_03458	CDS	648				hypothetical protein
KJMONHIK_03459	gene	1242	rizA_2			
KJMONHIK_03459	CDS	1242	rizA_2	6.3.2.48		L-arginine-specific L-amino acid ligase
KJMONHIK_03460	gene	168				
KJMONHIK_03460	CDS	168				hypothetical protein
KJMONHIK_03461	gene	771	ybdM			
KJMONHIK_03461	CDS	771	ybdM	2.7.11.1	COG0515	putative serine/threonine-protein kinase YbdM
KJMONHIK_03462	gene	855				
KJMONHIK_03462	CDS	855				hypothetical protein
KJMONHIK_03463	gene	1185				
KJMONHIK_03463	CDS	1185				hypothetical protein
KJMONHIK_03464	gene	1389	yifK			
KJMONHIK_03464	CDS	1389	yifK		COG1113	putative transport protein YifK
KJMONHIK_03465	gene	258	csgA			
KJMONHIK_03465	CDS	258	csgA			Sigma-G-dependent sporulation-specific SASP protein
KJMONHIK_03466	gene	192				
KJMONHIK_03466	CDS	192				hypothetical protein
KJMONHIK_03467	gene	804	ybxI			
KJMONHIK_03467	CDS	804	ybxI	3.5.2.6	COG2602	putative beta-lactamase YbxI
KJMONHIK_03468	gene	1254	cypC			
KJMONHIK_03468	CDS	1254	cypC	1.11.2.4	COG2124	Fatty-acid peroxygenase
KJMONHIK_03469	gene	261				
KJMONHIK_03469	CDS	261				hypothetical protein
KJMONHIK_03470	gene	1632				
KJMONHIK_03470	CDS	1632				hypothetical protein
KJMONHIK_03471	gene	891	glpQ_4			
KJMONHIK_03471	CDS	891	glpQ_4	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
KJMONHIK_03472	gene	1335	glpT			
KJMONHIK_03472	CDS	1335	glpT		COG2271	Glycerol-3-phosphate transporter
KJMONHIK_03473	gene	249				
KJMONHIK_03473	CDS	249				hypothetical protein
KJMONHIK_03474	gene	918				
KJMONHIK_03474	CDS	918				hypothetical protein
KJMONHIK_03475	gene	1254				
KJMONHIK_03475	CDS	1254				L-lactate transporter
KJMONHIK_03476	gene	426				
KJMONHIK_03476	CDS	426				hypothetical protein
KJMONHIK_03477	gene	912				
KJMONHIK_03477	CDS	912				hypothetical protein
KJMONHIK_03478	gene	927	yhbE			
KJMONHIK_03478	CDS	927	yhbE		COG0697	putative inner membrane transporter YhbE
KJMONHIK_03479	gene	828	rhaS_3			
KJMONHIK_03479	CDS	828	rhaS_3			HTH-type transcriptional activator RhaS
KJMONHIK_03480	gene	1155	purT			
KJMONHIK_03480	CDS	1155	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
KJMONHIK_03481	gene	939	mpr			
KJMONHIK_03481	CDS	939	mpr	3.4.21.-	COG3591	Extracellular metalloprotease
KJMONHIK_03482	gene	399				
KJMONHIK_03482	CDS	399				hypothetical protein
KJMONHIK_03483	gene	885	ybfK			
KJMONHIK_03483	CDS	885	ybfK	3.1.1.1	COG0596	Carboxylesterase YbfK
KJMONHIK_03484	gene	534				
KJMONHIK_03484	CDS	534				hypothetical protein
KJMONHIK_03485	gene	489	dedA			
KJMONHIK_03485	CDS	489	dedA		COG0586	Protein DedA
KJMONHIK_03486	gene	810	psd			
KJMONHIK_03486	CDS	810	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
KJMONHIK_03487	gene	279				
KJMONHIK_03487	CDS	279				hypothetical protein
KJMONHIK_03488	gene	1341				
KJMONHIK_03488	CDS	1341				hypothetical protein
KJMONHIK_03489	gene	969				
KJMONHIK_03489	CDS	969				hypothetical protein
KJMONHIK_03490	gene	1245	gltP_1			
KJMONHIK_03490	CDS	1245	gltP_1		COG1301	Proton/glutamate-aspartate symporter
KJMONHIK_03491	gene	1065	gamP_1			
KJMONHIK_03491	CDS	1065	gamP_1		COG2190	Putative PTS system glucosamine-specific EIICBA component
KJMONHIK_03492	gene	831	gamP_2			
KJMONHIK_03492	CDS	831	gamP_2		COG2190	Putative PTS system glucosamine-specific EIICBA component
KJMONHIK_03493	gene	750	gamA			
KJMONHIK_03493	CDS	750	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
KJMONHIK_03494	gene	708	gamR			
KJMONHIK_03494	CDS	708	gamR			HTH-type transcriptional repressor GamR
KJMONHIK_03495	gene	276	ybgB			
KJMONHIK_03495	CDS	276	ybgB		COG5658	putative membrane protein YbgB
KJMONHIK_03496	gene	1203	ilvE			
KJMONHIK_03496	CDS	1203	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid transaminase 1
KJMONHIK_03497	gene	1413	rocC_3			
KJMONHIK_03497	CDS	1413	rocC_3		COG0833	Amino-acid permease RocC
KJMONHIK_03498	gene	948	mmuM			
KJMONHIK_03498	CDS	948	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
KJMONHIK_03499	gene	1437	alsT_3			
KJMONHIK_03499	CDS	1437	alsT_3		COG1115	Amino-acid carrier protein AlsT
KJMONHIK_03500	gene	984	glsA1			
KJMONHIK_03500	CDS	984	glsA1	3.5.1.2	COG2066	Glutaminase 1
KJMONHIK_03501	gene	1233	glnK			
KJMONHIK_03501	CDS	1233	glnK	2.7.13.3	COG0642	Sensor histidine kinase GlnK
KJMONHIK_03502	gene	945	cheB_3			
KJMONHIK_03502	CDS	945	cheB_3	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
KJMONHIK_03503	gene	927				
KJMONHIK_03503	CDS	927		4.2.1.41	COG0329	putative 5-dehydro-4-deoxyglucarate dehydratase
KJMONHIK_03504	gene	1500	gucD			
KJMONHIK_03504	CDS	1500	gucD	1.2.1.26	COG1012	Alpha-ketoglutaric semialdehyde dehydrogenase
KJMONHIK_03505	gene	1368	gudP			
KJMONHIK_03505	CDS	1368	gudP			putative glucarate transporter
KJMONHIK_03506	gene	1368	gudD			
KJMONHIK_03506	CDS	1368	gudD	4.2.1.40	COG4948	Glucarate dehydratase
KJMONHIK_03507	gene	702	lutR_3			
KJMONHIK_03507	CDS	702	lutR_3		COG2186	HTH-type transcriptional regulator LutR
KJMONHIK_03508	gene	1533	garD			
KJMONHIK_03508	CDS	1533	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
KJMONHIK_03509	gene	921				
KJMONHIK_03509	CDS	921				hypothetical protein
KJMONHIK_03510	gene	693	walR_3			
KJMONHIK_03510	CDS	693	walR_3		COG0745	Transcriptional regulatory protein WalR
KJMONHIK_03511	gene	936	rcsC_3			
KJMONHIK_03511	CDS	936	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
KJMONHIK_03512	gene	924	bcrA_4			
KJMONHIK_03512	CDS	924	bcrA_4			Bacitracin transport ATP-binding protein BcrA
KJMONHIK_03513	gene	687				
KJMONHIK_03513	CDS	687				hypothetical protein
KJMONHIK_03514	gene	387				
KJMONHIK_03514	CDS	387				hypothetical protein
KJMONHIK_03515	gene	1236				
KJMONHIK_03515	CDS	1236				hypothetical protein
KJMONHIK_03516	gene	429	cwlJ			
KJMONHIK_03516	CDS	429	cwlJ		COG3773	Cell wall hydrolase CwlJ
KJMONHIK_03517	gene	732				
KJMONHIK_03517	CDS	732				hypothetical protein
KJMONHIK_03518	gene	1752	phoD			
KJMONHIK_03518	CDS	1752	phoD	3.1.3.1	COG3540	Alkaline phosphatase D
KJMONHIK_03519	gene	213	tatAd			
KJMONHIK_03519	CDS	213	tatAd			Sec-independent protein translocase protein TatAd
KJMONHIK_03520	gene	726	tatC1			
KJMONHIK_03520	CDS	726	tatC1		COG0805	Sec-independent protein translocase protein TatCd
KJMONHIK_03521	gene	648	pcp			
KJMONHIK_03521	CDS	648	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
KJMONHIK_03522	gene	1113	csd			
KJMONHIK_03522	CDS	1113	csd	2.8.1.7		putative cysteine desulfurase
KJMONHIK_03523	gene	1434	emrY_1			
KJMONHIK_03523	CDS	1434	emrY_1			putative multidrug resistance protein EmrY
KJMONHIK_03524	gene	567	yxaF_2			
KJMONHIK_03524	CDS	567	yxaF_2			putative HTH-type transcriptional regulator YxaF
KJMONHIK_03525	gene	138				
KJMONHIK_03525	CDS	138				hypothetical protein
KJMONHIK_03526	gene	639	estA			
KJMONHIK_03526	CDS	639	estA	3.1.1.3		Lipase EstA
KJMONHIK_03527	gene	387				
KJMONHIK_03527	CDS	387				hypothetical protein
KJMONHIK_03528	gene	1077				
KJMONHIK_03528	CDS	1077				hypothetical protein
KJMONHIK_03529	gene	933	iolS_3			
KJMONHIK_03529	CDS	933	iolS_3	1.1.1.-	COG0667	Aldo-keto reductase IolS
KJMONHIK_03530	gene	1065	ycdA			
KJMONHIK_03530	CDS	1065	ycdA			putative lipoprotein YcdA
KJMONHIK_03531	gene	1398				
KJMONHIK_03531	CDS	1398				hypothetical protein
KJMONHIK_03532	gene	906				
KJMONHIK_03532	CDS	906				hypothetical protein
KJMONHIK_03533	gene	333				
KJMONHIK_03533	CDS	333				hypothetical protein
KJMONHIK_03534	gene	801				
KJMONHIK_03534	CDS	801				IS3 family transposase ISBsu1
KJMONHIK_03535	gene	390				
KJMONHIK_03535	CDS	390				hypothetical protein
KJMONHIK_03536	gene	504	cwlK			
KJMONHIK_03536	CDS	504	cwlK	3.4.-.-		Peptidoglycan L-alanyl-D-glutamate endopeptidase CwlK
KJMONHIK_03537	gene	1122	rapJ			
KJMONHIK_03537	CDS	1122	rapJ	3.1.-.-		Response regulator aspartate phosphatase J
KJMONHIK_03538	gene	777	ycdF			
KJMONHIK_03538	CDS	777	ycdF	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
KJMONHIK_03539	gene	1692	ycdG			
KJMONHIK_03539	CDS	1692	ycdG	3.2.1.10	COG0366	putative oligo-1,6-glucosidase 2
KJMONHIK_03540	gene	1053	znuA			
KJMONHIK_03540	CDS	1053	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
KJMONHIK_03541	gene	696	znuC			
KJMONHIK_03541	CDS	696	znuC	7.2.2.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
KJMONHIK_03542	gene	843	znuB			
KJMONHIK_03542	CDS	843	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
KJMONHIK_03543	gene	996				
KJMONHIK_03543	CDS	996				hypothetical protein
KJMONHIK_03544	gene	600	yceC			
KJMONHIK_03544	CDS	600	yceC		COG2310	Stress response protein SCP2
KJMONHIK_03545	gene	582	yceD_1			
KJMONHIK_03545	CDS	582	yceD_1		COG2310	General stress protein 16U
KJMONHIK_03546	gene	579	yceD_2			
KJMONHIK_03546	CDS	579	yceD_2		COG2310	General stress protein 16U
KJMONHIK_03547	gene	774				
KJMONHIK_03547	CDS	774				hypothetical protein
KJMONHIK_03548	gene	1614				
KJMONHIK_03548	CDS	1614				hypothetical protein
KJMONHIK_03549	gene	1092				
KJMONHIK_03549	CDS	1092				TelA-like protein
KJMONHIK_03550	gene	1203	naiP			
KJMONHIK_03550	CDS	1203	naiP			Putative niacin/nicotinamide transporter NaiP
KJMONHIK_03551	gene	1254	opuAA			
KJMONHIK_03551	CDS	1254	opuAA	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
KJMONHIK_03552	gene	849	opuAB			
KJMONHIK_03552	CDS	849	opuAB		COG4176	Glycine betaine transport system permease protein OpuAB
KJMONHIK_03553	gene	882	opuAC			
KJMONHIK_03553	CDS	882	opuAC		COG2113	Glycine betaine-binding protein OpuAC
KJMONHIK_03554	gene	1152	scmP_2			
KJMONHIK_03554	CDS	1152	scmP_2	3.5.1.-	COG1473	N-acetylcysteine deacetylase
KJMONHIK_03555	gene	1434				
KJMONHIK_03555	CDS	1434				hypothetical protein
KJMONHIK_03556	gene	489				
KJMONHIK_03556	CDS	489				hypothetical protein
KJMONHIK_03557	gene	1980	amyE			
KJMONHIK_03557	CDS	1980	amyE	3.2.1.1		Alpha-amylase
KJMONHIK_03558	gene	963	ldh_2			
KJMONHIK_03558	CDS	963	ldh_2	1.1.1.27	COG0039	L-lactate dehydrogenase
KJMONHIK_03559	gene	1626	lctP			
KJMONHIK_03559	CDS	1626	lctP		COG1620	L-lactate permease
KJMONHIK_03560	gene	1542	bmr3_3			
KJMONHIK_03560	CDS	1542	bmr3_3			Multidrug resistance protein 3
KJMONHIK_03561	gene	465				
KJMONHIK_03561	CDS	465				hypothetical protein
KJMONHIK_03562	gene	630				
KJMONHIK_03562	CDS	630				hypothetical protein
KJMONHIK_03563	gene	762				
KJMONHIK_03563	CDS	762				hypothetical protein
KJMONHIK_03564	gene	1347	aroP			
KJMONHIK_03564	CDS	1347	aroP		COG1113	Aromatic amino acid transport protein AroP
KJMONHIK_03565	gene	597				
KJMONHIK_03565	CDS	597				hypothetical protein
KJMONHIK_03566	gene	819	nadE			
KJMONHIK_03566	CDS	819	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
KJMONHIK_03567	gene	600	tmrB			
KJMONHIK_03567	CDS	600	tmrB			Tunicamycin resistance protein
KJMONHIK_03568	gene	561	aroK			
KJMONHIK_03568	CDS	561	aroK	2.7.1.71	COG0703	Shikimate kinase
KJMONHIK_03569	gene	762	ycgJ			
KJMONHIK_03569	CDS	762	ycgJ	2.1.1.-		putative methyltransferase YcgJ
KJMONHIK_03570	gene	975	oxyR			
KJMONHIK_03570	CDS	975	oxyR			Hydrogen peroxide-inducible genes activator
KJMONHIK_03571	gene	957	cah			
KJMONHIK_03571	CDS	957	cah	3.1.1.41	COG3458	Cephalosporin-C deacetylase
KJMONHIK_03572	gene	783				
KJMONHIK_03572	CDS	783				hypothetical protein
KJMONHIK_03573	gene	912	putB			
KJMONHIK_03573	CDS	912	putB	1.5.5.2	COG0506	Proline dehydrogenase 2
KJMONHIK_03574	gene	1548	putC			
KJMONHIK_03574	CDS	1548	putC	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 2
KJMONHIK_03575	gene	1416	putP			
KJMONHIK_03575	CDS	1416	putP		COG0591	High-affinity proline transporter PutP
KJMONHIK_03576	gene	1236	putR_2			
KJMONHIK_03576	CDS	1236	putR_2			Proline-responsive transcriptional activator PutR
KJMONHIK_03577	gene	858				
KJMONHIK_03577	CDS	858			COG3689	Putative two-component membrane permease complex subunit SMU_746c
KJMONHIK_03578	gene	903				
KJMONHIK_03578	CDS	903			COG0701	Putative two-component membrane permease complex subunit SMU_747c
KJMONHIK_03579	gene	855	bphD			
KJMONHIK_03579	CDS	855	bphD	3.7.1.8	COG0596	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
KJMONHIK_03580	gene	1011	ycgT			
KJMONHIK_03580	CDS	1011	ycgT	1.18.1.2	COG0492	Ferredoxin--NADP reductase 1
KJMONHIK_03581	gene	1446	nasF			
KJMONHIK_03581	CDS	1446	nasF	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
KJMONHIK_03582	gene	321	nasE			
KJMONHIK_03582	CDS	321	nasE	1.7.1.4	COG2146	Assimilatory nitrite reductase [NAD(P)H] small subunit
KJMONHIK_03583	gene	2418	nasD			
KJMONHIK_03583	CDS	2418	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
KJMONHIK_03584	gene	2133	nasC			
KJMONHIK_03584	CDS	2133	nasC	1.7.-.-	COG0243	Assimilatory nitrate reductase catalytic subunit
KJMONHIK_03585	gene	2325	nasB			
KJMONHIK_03585	CDS	2325	nasB		COG1251	Assimilatory nitrate reductase electron transfer subunit
KJMONHIK_03586	gene	1206	nasA			
KJMONHIK_03586	CDS	1206	nasA			Nitrate transporter
KJMONHIK_03587	gene	915	folE2			
KJMONHIK_03587	CDS	915	folE2	3.5.4.16		GTP cyclohydrolase FolE2
KJMONHIK_03588	gene	1173				
KJMONHIK_03588	CDS	1173				hypothetical protein
KJMONHIK_03589	gene	1194	yciC			
KJMONHIK_03589	CDS	1194	yciC		COG0523	Putative metal chaperone YciC
KJMONHIK_03590	gene	681	yecS			
KJMONHIK_03590	CDS	681	yecS		COG0765	L-cystine transport system permease protein YecS
KJMONHIK_03591	gene	864	yckB			
KJMONHIK_03591	CDS	864	yckB		COG0834	putative ABC transporter extracellular-binding protein YckB
KJMONHIK_03592	gene	171				
KJMONHIK_03592	CDS	171				hypothetical protein
KJMONHIK_03593	gene	456				
KJMONHIK_03593	CDS	456				hypothetical protein
KJMONHIK_03594	gene	333				
KJMONHIK_03594	CDS	333				hypothetical protein
KJMONHIK_03595	gene	423				
KJMONHIK_03595	CDS	423				hypothetical protein
KJMONHIK_03596	gene	342				
KJMONHIK_03596	CDS	342				hypothetical protein
KJMONHIK_03597	gene	729				
KJMONHIK_03597	CDS	729				hypothetical protein
KJMONHIK_03598	gene	1434	bglC_2			
KJMONHIK_03598	CDS	1434	bglC_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
KJMONHIK_03599	gene	399	nin			
KJMONHIK_03599	CDS	399	nin			DNA-entry nuclease inhibitor
KJMONHIK_03600	gene	438	nucB_2			
KJMONHIK_03600	CDS	438	nucB_2	3.-.-.-		Sporulation-specific extracellular nuclease
KJMONHIK_03601	gene	1725				
KJMONHIK_03601	CDS	1725				hypothetical protein
KJMONHIK_03602	gene	558	hxlB			
KJMONHIK_03602	CDS	558	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
KJMONHIK_03603	gene	633	hxlA			
KJMONHIK_03603	CDS	633	hxlA	4.1.2.43	COG0269	3-hexulose-6-phosphate synthase
KJMONHIK_03604	gene	363	hxlR_1			
